Sample,Slice#,Frac_601(2),Frac_602(2)
514,12,0.009379042491020591,0.9906209575089794
514,13,0.019442735643800658,0.9805572643561993
514,14,0.010426319102485688,0.9895736808975144
514,15,0.0051565382703289,0.9948434617296712
514,16,0.004369323700146287,0.9956306762998537
514,17,0.02313111790817352,0.9768688820918265
514,18,0.012980429406232112,0.9870195705937679
514,19,0.008553244815191544,0.9914467551848084
514,20,0.011492838695271297,0.9885071613047287
514,21,0.025126101843419322,0.9748738981565807
514,22,0.008901330137326273,0.9910986698626737
514,23,0.018592807944924492,0.9814071920550755
514,24,0.012169022841502437,0.9878309771584977
515,1,0.01087693814869464,0.9891230618513054
515,2,0.01526357723367359,0.9847364227663263
515,3,0.008504364697743844,0.9914956353022562
515,4,0.008992575777270131,0.9910074242227299
515,5,0.0056365862054893814,0.9943634137945105
515,6,0.4831069774436219,0.516893022556378
515,7,0.011487882016666848,0.9885121179833332
515,8,0.014281324195440101,0.9857186758045599
515,9,0.010043385226168135,0.9899566147738319
515,10,0.026382904794078125,0.9736170952059218
515,11,0.003222282172549589,0.9967777178274504
515,12,0.02505305770874642,0.9749469422912534
515,13,0.025208550940076742,0.9747914490599232
515,14,0.007144829187498933,0.9928551708125011
515,15,0.013456106831597384,0.9865438931684026
515,16,0.026866009136480386,0.9731339908635196
515,17,0.020521824540569604,0.9794781754594304
515,18,0.014936860369968798,0.9850631396300312
515,19,0.01149367990586799,0.988506320094132
515,20,0.04251281471440172,0.9574871852855983
515,21,0.011246133553696375,0.9887538664463036
515,22,0.017055983260288003,0.982944016739712
515,23,0.014409119295209745,0.9855908807047902
515,24,0.00756850709574049,0.9924314929042595
516,1,0.012560133529149198,0.9874398664708508
516,2,0.011032287976364704,0.9889677120236353
516,3,0.010965267156188252,0.9890347328438117
516,4,0.008923058002857039,0.9910769419971429
516,5,0.007149895461312959,0.992850104538687
516,6,0.008232544040740546,0.9917674559592595
516,7,0.01073527390393653,0.9892647260960634
516,8,0.013102673374126343,0.9868973266258737
516,9,0.006889201708652453,0.9931107982913476
